0 original_uv  uvhat 
25 (253,224,1),(255,221,1)
26 (298,222,1),(299,219,1)
27 (344,220,1),(344,217,1)
28 (391,219,1),(390,215,1)
29 (437,218,1),(436,213,1)
30 (206,268,1),(207,282,1)
31 (251,267,1),(253,280,1)
32 (297,266,1),(298,279,1)
33 (345,264,1),(345,277,1)
34 (393,263,1),(392,275,1)
35 (441,261,1),(440,274,1)
36 (203,313,1),(203,345,1)
37 (249,313,1),(250,344,1)
38 (296,312,1),(297,342,1)
39 (345,311,1),(345,341,1)
40 (395,310,1),(394,340,1)
41 (444,308,1),(443,339,1)
42 (200,360,1),(199,412,1)
43 (247,361,1),(247,411,1)
44 (296,361,1),(296,410,1)
45 (346,360,1),(346,410,1)
46 (396,359,1),(396,409,1)
47 (447,357,1),(447,408,1)
48 (198,408,1),(194,484,1)
49 (245,410,1),(244,483,1)
50 (295,411,1),(295,483,1)
51 (346,411,1),(346,483,1)
52 (398,410,1),(398,483,1)
53 (449,407,1),(451,483,1)
11 original_uv  uvhat 
0 (201,135,1),(199,112,1)
1 (238,123,1),(238,97,1)
2 (277,110,1),(277,82,1)
3 (318,97,1),(318,66,1)
4 (359,84,1),(360,50,1)
5 (402,72,1),(403,34,1)
6 (217,172,1),(217,157,1)
7 (253,160,1),(254,143,1)
8 (292,148,1),(292,129,1)
9 (331,136,1),(332,115,1)
10 (372,124,1),(372,100,1)
11 (414,113,1),(414,85,1)
12 (233,206,1),(233,199,1)
13 (268,196,1),(269,187,1)
14 (306,185,1),(306,174,1)
15 (344,174,1),(345,160,1)
16 (384,163,1),(384,147,1)
17 (425,152,1),(424,133,1)
18 (247,239,1),(248,239,1)
19 (282,230,1),(283,227,1)
20 (319,219,1),(319,215,1)
21 (357,209,1),(357,203,1)
22 (395,199,1),(395,190,1)
23 (435,188,1),(434,177,1)
24 (261,270,1),(262,276,1)
25 (296,261,1),(296,265,1)
26 (331,252,1),(332,254,1)
27 (368,242,1),(368,243,1)
28 (406,233,1),(405,231,1)
29 (444,223,1),(443,219,1)
30 (275,298,1),(275,311,1)
31 (308,290,1),(309,301,1)
32 (343,282,1),(343,291,1)
33 (379,273,1),(378,280,1)
34 (415,264,1),(414,269,1)
35 (452,255,1),(451,258,1)
36 (288,325,1),(288,344,1)
37 (320,318,1),(321,335,1)
38 (354,311,1),(354,325,1)
39 (389,302,1),(388,315,1)
40 (424,294,1),(423,305,1)
41 (459,285,1),(459,295,1)
42 (300,351,1),(300,376,1)
43 (332,344,1),(332,367,1)
44 (364,337,1),(364,358,1)
45 (398,329,1),(398,348,1)
46 (432,321,1),(432,339,1)
47 (466,313,1),(467,329,1)
48 (312,375,1),(311,405,1)
49 (344,371,1),(342,397,1)
50 (374,362,1),(374,388,1)
51 (407,355,1),(407,379,1)
52 (439,348,1),(440,371,1)
53 (472,338,1),(474,361,1)
12 original_uv  uvhat 
0 (212,80,1),(210,-13,1)
1 (258,74,1),(257,-21,1)
2 (301,68,1),(301,-29,1)
3 (342,63,1),(342,-37,1)
4 (380,60,1),(381,-44,1)
5 (416,57,1),(417,-51,1)
6 (220,128,1),(219,65,1)
7 (265,120,1),(265,54,1)
8 (308,113,1),(308,43,1)
9 (349,107,1),(349,34,1)
10 (387,102,1),(387,25,1)
11 (421,97,1),(422,16,1)
12 (228,175,1),(229,140,1)
13 (273,166,1),(273,127,1)
14 (315,158,1),(315,114,1)
15 (355,150,1),(355,103,1)
16 (392,144,1),(392,92,1)
17 (427,138,1),(427,81,1)
18 (236,221,1),(238,213,1)
19 (280,211,1),(281,197,1)
20 (322,202,1),(322,183,1)
21 (361,193,1),(361,169,1)
22 (398,185,1),(397,157,1)
23 (432,177,1),(431,145,1)
24 (245,266,1),(246,283,1)
25 (288,255,1),(289,265,1)
26 (329,244,1),(329,249,1)
27 (367,234,1),(367,234,1)
28 (403,225,1),(402,219,1)
29 (436,216,1),(436,206,1)
30 (254,308,1),(255,350,1)
31 (295,296,1),(296,331,1)
32 (335,285,1),(335,313,1)
33 (373,274,1),(372,296,1)
34 (408,264,1),(407,280,1)
35 (440,254,1),(440,265,1)
36 (263,349,1),(263,414,1)
37 (303,337,1),(303,394,1)
38 (342,324,1),(341,374,1)
39 (378,312,1),(378,356,1)
40 (412,301,1),(412,339,1)
41 (444,290,1),(444,322,1)
42 (271,387,1),(270,477,1)
43 (310,374,1),(310,455,1)
44 (347,361,1),(347,434,1)
45 (383,349,1),(383,414,1)
46 (416,337,1),(416,395,1)
47 (447,325,1),(448,378,1)
48 (279,422,1),(278,537,1)
49 (317,409,1),(317,513,1)
50 (353,396,1),(353,491,1)
51 (387,383,1),(388,470,1)
52 (420,370,1),(420,450,1)
53 (450,358,1),(451,432,1)
